,id,ad_creative_body,Typology 1,Typology 2,Typology 3,Typology 4
605,id212927223291815,POLL: Do you support America’s pipelines? We all depend on this critical infrastructure for affordable energy supplies!,PA,,,
606,id3322859854443708,The Permian Basin is the most productive formation in the U.S. Take our quiz to test what you know about it!,,,,
607,id1030231620712813,How well do you know drilling? Take the quiz and find out!,,,,
608,id274320286984868,Energy production creates Ohio jobs and a stronger economy. Stay up to date with all things energy by signing up below.,CA,CB,,
609,id270940903994990,Energy production creates local jobs and a stronger economy. Stay up to date with all things energy by signing up below.,CA,CB,,
610,id615926639330342,Energy production creates Oklahoma jobs and a stronger economy. Stay up to date with all things energy by signing up below.,CA,CB,,
611,id1496831507171074,Energy production creates New Mexico jobs and a stronger economy. Stay up to date with all things energy by signing up below.,CA,CB,,
612,id275020186913355,Sign up for important text updates about the future of energy in your state.,,,,
613,id2389800321319023,Which oil and gas issues matter to you? Take our survey!,,,,
614,id702412867001000,Which energy issues matter to you? Click below to tell us now!,,,,
615,id718261532239480,Offshore drilling? Fracking? Have your say!,,,,
616,id917057848721241,Energy production creates North Dakota jobs and a stronger economy. Stay up to date with all things energy by signing up below.,CA,CB,,
617,id975313212921456,Energy production creates Pennsylvania jobs and a stronger economy. Stay up to date with all things energy by signing up below.,CA,CB,,
618,id730779397710834,Energy production creates Texas jobs and a stronger economy. Stay up to date with all things energy by signing up below.,CA,CB,,
619,id641416389783062,Energy production creates Colorado jobs and a stronger economy. Stay up to date with all things energy by signing up below.,CA,CB,,
620,id2950399241736829,Energy production creates Illinois jobs and a stronger economy. Stay up to date with all things energy by signing up below.,CA,CB,,
621,id197232848268148,Energy production creates Louisiana jobs and a stronger economy. Stay up to date with all things energy by signing up below.,CA,CB,,
622,id268112681174721,Energy production creates California jobs and a stronger economy. Stay up to date with all things energy by signing up below.,CA,CB,,
623,id818824771982621,POLL: Pipelines are an essential part of Montana infrastructure that we all depend on for affordable energy. Do you support Montana’s pipelines?,PA,,,
624,id273351410582355,POLL: Pipelines are an essential part of Louisiana infrastructure that we all depend on for affordable energy. Do you support Louisiana’s pipelines?,PA,,,
625,id194567538599956,STATEWIDE POLL: Do you support Montana’s pipelines?,,,,
626,id761681394579634,STATEWIDE POLL: Do you support Louisiana’s pipelines?,,,,
627,id230837251686433,"The Texas Railroad Commission is deciding whether or not to limit Texas oil and gas production, also known as proration. We must act fast to protect our billion-dollar investments.",CA,,,
628,id250566889396587,"The time is now to speak up against proration, a cap on oil and gas production in Texas that would limit the flow of capital into our state.",CA,,,
629,id719204395286063,"The Texas Railroad Commission (RRC) is considering cutting energy production in Texas. Called “proration,” it is a short-term solution with serious long-term consequences. Act fast to protect our economy and free-market principles.",CA,,,
630,id187869559248311,SB 1407 undermines Illinois’ business competitiveness by adding major limitations on how private manufacturers can make employment decisions. Take action today!,,,,
631,id3484350428306055,"SB 1407 would threaten high-paying jobs and will worsen the Illinois business climate, by handing the competitive edge to out-of-state manufacturers. Take action today!",,,,
632,id597605397740824,SB 1407 does NOT guarantee enhanced worker safety. Take action today!,,,,
633,id476665086605327,SB 1407 would hurt the prospects for new business investments and jobs across the state by raising costs for projects and manufacturers. Take action today!,,,,
634,id166824997980450,NATIONAL POLL: Pipelines are an essential part of American infrastructure that we all depend on for affordable energy supplies. Do you support America's pipelines?,PA,,,
635,id770421813452964,"NATIONAL POLL: Approximately 840,000 American jobs are supported by offshore drilling and exploration. Do you support American offshore drilling?",CB,,,
636,id528952957709264,POLL: Do you support American offshore drilling?,,,,
637,id580120919220277,"Approximately 840,000 American jobs are supported by offshore drilling and exploration.",CB,,,
638,id2684266911659106,POLL: Do you support increasing access to America's vast offshore energy resources?,,,,
639,id555883984966118,Expanding offshore drilling operations could generate up to $60 billion for the economy!,CA,,,
640,id2454343921495565,NEW POLL: Pipelines are an essential part of American infrastructure that we all depend on for affordable energy supplies. Do you support America's pipelines?,PA,,,
641,id460148888239281,NATIONWIDE POLL: Do you support America's pipelines?,,,,
642,id1463398993817752,NATIONWIDE POLL: Pipelines are an essential part of American infrastructure that we all depend on for affordable energy supplies. Do you support America's pipelines?,PA,,,
643,id2489958047923394,NATIONAL POLL: Do you support America's pipelines?,,,,
644,id717204519179070,"We are committed to doing our part to protect the environment through our carbon offset program. Together, we are championing Hawaiʻi’s energy future with our island community in mind.

#TexacoInHawaii #TexacoWithTechron #Hoala",,,,
645,id2104860709646111,"Together we offset emissions and improve the environment of our communities. 🌿

For every gallon of gas you pump at Island Energy Services Texaco stations in Hawaiʻi, the Hoʻāla Program offsets your tailpipe emissions by up to 30% through investments in certified carbon reduction projects and local environmental initiatives. 

Want to learn more? Click below!",GA,,,
646,id398982754814060,"Together we offset emissions and improve the environment of our communities. 🌱

For every gallon of gas you pump at Island Energy Services Texaco branded stations in Hawaiʻi, the Hoʻāla Program offsets your tailpipe emissions by up to 30% through investments in certified carbon reduction projects and local environmental initiatives. 🤙",GA,,,
647,id394335051746054,"Celebrate Arbor Day by planting a tree! 🌱

The Mālama Learning Center is hosting an awesome Arbor Day Giveaway on Saturday, November 7 from 10 a.m. to noon. 🌳 November marks the beginning of the rainy season in Hawai‘i, which is the perfect time to plant a tree! We are happy to be one of the free tree pickup locations. Visit our Kamokila Station at 484 Kamokila Blvd., Kapolei to pick up your plant. 💚

One plant per family, while supplies last. For more info, please email info@malamalearningcenter.org or visit arbordayhawaii.org.",GA,,,
648,id273197647260667,"Meet Gina & Greg DelaCruz, the owners and operators of Mililani Texaco. 🤩 Their site offers safety checks and features an auto service bay to help with vehicle repairs. Stop in at Mililani Texaco today for all your auto needs! 🤙

#TexacoInHawaii #TexacoWithTechron #Mililani #AlohaFriday",,,,
649,id405089570649950,"Mahalo for your support @chadowens2! 🤙
.
.
#Repost: Did you know that when you fuel up ⛽️ with @texacoinhawaii you’re supporting Hoʻāla?

“Hoʻāla is the only offset emissions fuel program in Hawaiʻi thanks to the partnership between Island Energy and GreenPrint. Hoʻāla is Island Energy’s commitment to improving the environment.”
“For every gallon of gas you pump at Island Energy Services Texaco branded stations in Hawaiʻi, the Hoʻāla Program offsets your tailpipe emissions by up to 30% through investments in certified carbon reduction projects and local environmental initiatives.”

I support this initiative because I care about our environment here in Hawai’i and I want our beauty here to remain beautiful. So from now on, go put gas at @texacoinhawaii

Mahalo for your support!! 🤙🏽🤙🏽",GA,,,
650,id1010050752750275,"Hoʻāla means to rise up and make new. 🍃

Island Energy is committed to doing our part to protect the environment through this new carbon offset program. Together, we are championing Hawaiʻi’s energy future with our island community in mind.

#TexacoInHawaii #TexacoWithTechron #Hoala #Green #HawaiiLife",GA,,,
651,id678447686104133,Infórmate más sobre como el utilizar la tecnología de perforación eléctrica está reduciendo las emisiones.,,,,
652,id1232772537095538,"We recently conducted an air study to monitor our emissions during drilling, fracking, and production. Learn how we are using our findings to help further improve our operations 🏔️",,,,
653,id581426846071101,"At Noble Energy, our purpose is Energizing the World, Bettering People's Lives.® We believe that responsible energy production is one way we contribute to bettering lives, and we also invest in organizations and projects that improve the communities where we live and work. Learn more about our social investments here: https://bit.ly/2Zs2dZF #nblenergy",CA,,,
654,id279112843162379,"We are committed to advancing technology that helps reduce our environmental footprint. In Colorado, we use tankless production facilities that substantially reduce our emissions and footprint. Learn more in our 2019 Sustainability Report. https://bit.ly/2Zs2dZF",GA,,,
655,id218073219501278,"Vivimos y trabajamos aquí en el Condado Weld, y devolvemos a nuestros vecinos porque el cuidar es uno de nuestros valores fundamentales.",CA,,,
656,id526894321330624,"Como su vecino en el Condado Weld, continuamos buscando mejores formas de producir la energía que Colorado necesita mientras protegemos la salud y la seguridad.",GA,,,
657,id1547565702079482,Estamos protegiendo la salud y la seguridad en el condado de Weld a través de operaciones modernas y de alta tecnología.,GA,,,
658,id183614912924085,"We live and work here in Weld County, and we give back to our neighbors because caring is one of our core values.",CA,,,
659,id198012811575141,"We live and work here in Weld County, and we give back to our neighbors because caring is one of our core values.
From volunteering to investing in Weld County nonprofits and schools, we will continue to listen and work together with our community to improve as we go.",CA,,,
660,id205514877310029,"We are protecting health and safety in Weld County through modern, high-tech operations.",GA,PA,,
661,id487804895242070,"As your neighbor in Weld County, we continue to find better ways to produce the energy Colorado needs. We are protecting health and safety by reducing our footprint, greenhouse gas emissions and truck traffic through the first comprehensive energy development plan approved by the State of Colorado.",GA,,,
662,id582657755923753,"We are protecting health and safety in Weld County through modern, high-tech operations. See how we’re reducing emissions, creating less dust and using less equipment.",GA,PA,,
663,id2535319233408405,"As your neighbor in Weld County, we continue to find better ways to produce the energy Colorado needs while protecting health and safety.",SA,GA,,
664,id635558347321996,"We’re making a bold commitment to renewable fuels. Once operational, Rodeo Renewed could produce more than 800 million gallons of renewable gas, diesel, and jet fuel—all of which help improve air quality. Read more about the benefits and learn how you can get involved at www.rodeorenewed.com",GA,,,
665,id684217372201533,"You’ve heard us talk about “renewable fuels,” but what are they? Watch this video to find out and visit www.RodeoRenewed.com to learn more about our plans to support demand for renewable fuels and help California meet its low-carbon objectives.",GA,,,
666,id444445826956763,"PA natural gas set a record high for production in 2019, and 10% increase from 2018. Click to learn more!",SA,,,
667,id716636672269797,#DidYouKnow: PA's increased natural gas electric generation capacity led to a 13% increase in employment in PA's natural gas sector between 2017 and 2019,CB,GC,,
668,id981235692378641,"Two Williams employees are going above and beyond to help those around them by volunteering at Filling The Void and serving over 4,500 meals to those in need. Read more about this inspiring story. wmb.link/serving-hope",CA,,,
669,id365040981215842,Read why Williams employee Roderick Guillory was one of the first to help after Hurricane Laura struck southwest Louisiana: https://wmb.link/hurricane-help,CA,,,
670,id390298822348884,"We deliver natural gas that's safe, clean and affordable, and have for over 100 years. That's how we make clean energy happen.",PA,GC,,
671,id3275690889195514,"We deliver natural gas that's safe, clean and affordable, and have for over 100 years.  That's how we make clean energy happen.",PA,GC,,
672,id1024139201369358,Climate Commitment Announcement: Learn how Williams will achieve its commitment to reduce emissions by 56% in ten years while on the path to net zero emissions by 2050.,GA,PA,GC,
673,id1059742441148734,We’ve set a near-term objective of a 56% absolute reduction of emission levels by 2030. Learn more about our climate commitment. #cleanenergyfuture,GA,,,
674,id3462524730479637,Hear CEO Alan Armstrong discuss Williams' plan to reduce emissions by 56% by 2030 while on the path to net zero carbon emissions by 2050.,GA,GC,,
675,id1245849695775699,Our Climate Commitment: Reducing carbon emissions by 56% in just 10 years while on the path to net zero emissions by 2050.,GA,GC,,
676,id707059729885013,"On the path to clean energy we are pursuing additional opportunities with renewable natural gas and solar as we prepare for future breakthrough technologies in carbon capture, synthetic gas and hydrogen as a fuel source. Read more about our climate commitment. #cleanenergyfuture",GC,GA,,
677,id360875575086412,"We’re focused on a practical, immediate path to reduce emissions by 2030, support the viability of renewables and grow a clean energy economy on our way to net zero by 2050. #cleanenergyfuture",GA,,,
678,id234404941334537,50% of Williams Rocky Mountain Midstream natural gas is used locally on the Front Range.,PA,GC,,
679,id388014935517464,"75% of Colorado homes rely on natural gas every day. We make your reliable, clean energy happen.",PA,GC,,
680,id1731699993664531,"Williams Rocky Mountain Midstream is partnering renewable, solar power with natural gas, to provide your reliable energy.",GA,PA,GC,
681,id1563188107187535,"Williams Rocky Mountain Midstream employs more than 160 Coloradans, ensuring your home and business stay up and running.",CB,PA,,
682,id911668485909377,"At Williams, we're fueling the clean energy future by remaining committed to our values of authenticity, safety, reliability and responsibility.",GC,PA,,
683,id622440455303405,"Authenticity, safety, reliability and responsibility. Our core values guide Williams in fueling our clean energy future.",GC,PA,,
684,id315839526319532,"Remaining responsible stewards of our environment. At Williams, that's how we fuel the clean energy future.",GA,GC,,
685,id429909058199203,"Acting with integrity and staying true to our commitments. At Williams, that's how we fuel the clean energy future.",,,,
686,id1322962677907252,"We always have been, and always will be, committed to our core values - authenticity, safety, reliability and responsibility - as we fuel the clean energy future.",GC,PA,,
687,id1298540253811409,"At Williams, we value safety and reliability. It's how we fuel the clean energy future.",PA,GC,,
688,id353043202389395,"At Williams, safety drives everything we do. That's how we reliably fuel the clean energy future.",PA,GC,,
689,id346132000098908,"Responsibly fueling our clean energy future, that's what we value at Williams.",GA,GC,,
690,id299847421082116,Williams PA employees participated in the second annual Fish for the Fallen fly-fishing tournament at Patriot's Cove. We're proud to support our veterans!,,,,
691,id295644138200405,We're proud to partner with Pennsylvania's Department of Environmental Protection and Fish and Boat Protection to help protect and stabilize an important migratory trout stream. Learn more about our work!,CA,,,
692,id597146777830639,WATCH NOW: Williams is committing up to $400 million to leading our clean energy future through solar investment.,GA,GC,,
693,id222389572498172,Williams is committing up to $400 million to leading our clean energy future through solar investment.,GA,GC,,
694,id300618091245318,"Every day, we're fueling America's clean energy future by safely delivering natural gas across the country.",GC,PA,,
695,id642104393092923,Williams is leading the energy industry with a commitment to sustainability and environmental stewardship. Learn more about how we are partnering reliability with sustainability to make clean energy happen.,PA,GC,GA,
696,id596023174418254,"Essential energy sector employees are going to work each day to make sure the lights come on when Americans hit the switch. FERC Chairman Neil Chatterjee and Williams President & CEO Alan Armstrong both recognized frontline energy workers during a podcast this week. “When this is all over and America gets up off the mat I hope we all take a moment to recognize the truly heroic and patriotic contributions that are being made by our essential energy sector workers,” said Chatterjee. https://wmb.link/FERC-podcast",PA,,,
697,id610996549619817,"With more than 300 days of sunshine a year, Colorado is the perfect place for us to launch our solar power initiative. Read more in the The Denver Post: https://www.denverpost.com/2020/05/29/williams-solar-power-oil-gas-sites/",GA,,,
698,id839975213201371,"Williams made impressive strides last year in environmental, social and governance efforts (ESG), as outlined in the newly released 2019 Sustainability Report. Read it here wmb.link/2019-sustainability",GA,,,
699,id1539374332901247,"Williams Rocky Mountain Midstream has invested $1.3 billion into Colorado’s economy, helping grow your clean energy infrastructure.",GC,PA,,
700,id780016126079152,Williams Rocky Mountain Midstream employs 160 Coloradans who ensure your home and business stay up and running no matter what.,CB,PA,,
701,id291326795419952,"The Leidy South project is an opportunity to further reduce greenhouse gas emissions with right here, right now available solutions. Learn more about the project as we move closer to that goal! https://www.williams.com/expansion-project/leidy-south-expansion-project/",GA,,,
702,id211812920195318,"Earlier this year, Williams announced its membership in The Environmental Partnership – a collaboration of industry leaders focused on improving environmental performance.",GA,,,
703,id629950094600310,"To further our commitment to sustainability, Williams CEO Alan Armstrong took a leading role in modernizing the National Environmental Policy Act (NEPA).",,,,
704,id627860577933366,Did you know that 35% of natural gas is used to create electricity to keep homes and offices cool during the summer? Learn more about how natural gas powers different industries,PA,,,
705,id327055555126088,"Williams Rocky Mountain Midstream is your reliable energy source, ensuring your home and business stay up and running.",PA,GC,,
706,id271355983946845,"From the Williams family to yours, Happy Independence Day!",CB,PA,GC,SA
707,id1139076063142937,Williams employees fished in honor of fallen heroes @patriotscove in northeastern Pennsylvania. Read more: https://wmb.link/fishingevent,,,,
708,id632485144047857,"You already know that natural gas is a safe, affordable resource to heat homes and generate electricity. Williams makes the most of this energy source through natural gas liquids (NGLs), a byproduct of natural gas with a world of useful applications. Here’s how we bring NGLs to you: https://wmb.link/ngls-101",PA,,,
709,id943507799497295,"During the warm months, we're especially grateful for natural gas. About 35% of natural gas is used to create electricity to power your home and keep you cool. Read more: https://wmb.link/keep-cool",PA,,,
710,id606014686711533,"While we’re missing the usual Pride celebrations this year due to COVID-19, we stand united in support of equality, diversity and dialog that builds inclusion. Read more about celebrating our differences. https://wmb.link/pride-month  #PrideMonth",,,,
711,id636274170320501,"Just as PA starts to reopen, Bolich Farm is in full bloom!
Williams worked with Hawk Mountain Sanctuary, The Conservation Fund, Berks Nature and the Pennsylvania Game Commission to fund the Bolich Farm addition to the sanctuary, creating a new home for flowers, butterflies and local birds.",,,,
712,id943972179396269,"Different leaders are best during different situations, which means that as a team it’s best to leverage those strengths. Hear more about our CEO’s views on leadership on this New York Stock Exchange podcast with Betty Liu. https://wmb.link/armstrong-leadership",,,,
713,id253992409368593,We provide enough natural gas to supply 2.8 million Colorado homes every day.,PA,GC,,
714,id1180528995623918,"We’ve pledged $1 million to support schools and emergency
services across our service areas, including Colorado’s Front Range.",CA,,,
715,id177303780373897,"With more than 100 days of sunshine a year, Colorado is the perfect place for us to launch our solar power initiative. Read more in the The Denver Post: https://www.denverpost.com/2020/05/29/williams-solar-power-oil-gas-sites/",GA,,,
716,id756202981583519,"In 2019, Williams Rocky Mountain Midstream employed 160 professionals & invested over $300M in Colorado's energy infrastructure.",CB,GC,GA,
717,id263006414899539,"We provide for Colorado communities every day, ensuring tomorrow’s clean energy future.",PA,GC,,
718,id328362018148523,50% of Williams Rocky Mountain Midstream natural gas production is used locally on the Front Range.,PA,GC,,
719,id269990160818633,"Williams engineer Andrew Hayek is using 3-D printers to make face shields for his wife and other healthcare workers in Danville, PA. Read more about his work!",,,,
720,id600997180516660,"Did you know 75% of Colorado homes rely on natural gas?  We make your reliable, clean energy happen every day.",PA,GC,,
721,id2590449681166462,"Did you know 75% of Colorado homes rely on natural gas? We make your reliable, clean energy happen every day.",PA,GC,,
722,id3125873087436363,"Natural gas is a source of clean, safe and affordable energy that PA can rely on.",GC,PA,,
723,id2559329414383959,"We can’t help but say thank you to our employees who are not only providing safe, reliable and clean energy across the country but are also serving their communities. We are Williams!",PA,GC,CA,
724,id232296071424741,"Williams Rocky Mountain Midstream provides reliable, safe, and affordable clean energy to Colorado.",PA,,,
725,id662904004531521,Williams Rocky Mountain Midstream employs 160 Coloradans with good-paying jobs across the Front Range.,CB,,,
726,id173043087218769,"Natural gas is a source of clean, safe and affordable energy that you can rely on, come what may.",GC,PA,,
727,id643835216463896,"At @WilliamsEnergyCo, we are responsible for providing 30% of the U.S. with safe, clean natural gas. You can count on us to deliver affordable, reliable natural gas to help heat your home, cook your food and generate your electricity. https://www.williams.com/our-company/",GC,PA,,
728,id538735663740093,"Utility companies, including natural gas suppliers, across Pennsylvania are working to ensure that the lights stay on during the coronavirus outbreak. Learn more:",PA,,,
729,id525908851450692,Pipelines impact our daily lives by transporting the energy needed for our homes. They are also the safest and cleanest way to move natural gas. https://bit.ly/37zwsQw,PA,,,
730,id211084450098094,"At Williams, we're committed to being good stewards of the environment by responsibly managing our impact on natural resources. Learn more about our commitment to doing our part to reduce greenhouse gas and other air pollutants from our operations across the country",GA,,,
731,id197284188025663,"Ever wonder what happens to garbage once it's sent to a landfill? In southern Washington state, Williams is turning gas created by decomposing garbage into renewable natural gas. Learn more about this green energy project here",GA,,,
732,id1098212797191919,"Williams is proud to be an industry leader in creating fact-based, practical programs to help reduce greenhouse gas emissions: https://www.williams.com/2019/12/12/williams-at-the-forefront-in-collaboration-to-address-climate-change-issues-with-fact-based-solutions/",GA,,,
733,id208675923651852,"Thanks to increased natural gas production, U.S. CO2 emissions are the lowest since 1985.",GC,,,
734,id2872825392773570,Former EPA official: Natural gas leads clean electricity production!,GC,,,
735,id231790797831553,Increased natural gas production in the U.S. has given American families and businesses some of the lowest prices in the world.,PA,SA,,
736,id491430911520345,Americans have some of the lowest natural gas prices in the world. Increased infrastructure is critical to expanding affordable energy access to American families!,PA,,,
737,id117781286296803,"From heating homes to cooking meals, natural gas pipelines are powering our lives in Warren County. Find out how public officials keep the community safe.",PA,,,
738,id234824080857721,"Calling all emergency officials, 

Do you know how to recognize safe pipelines?",,,,
739,id1468650773315601,"From landscaping yards to excavating construction sites, get the job done safely the first time. Find out how in Warren County.",,,,
740,id206270887222210,"Calling all public officials, 

Do you know how to recognize safe pipelines?",,,,
741,id167402818007220,Natual gas production isn't just helping heat homes. It's also helping bring growth and jobs to other industries in Pennsylvania. Learn more about these local PA business owners,PA,CA,CB,
742,id450435349172616,Williams is involved in many renewable natural gas projects across the country. These gas-to-energy partnerships are fundamental in developing renewable energy. Learn more about how we're helping create a sustainable future here: https://bit.ly/2Fu3XZa,GA,,,
743,id456172615076396,Interested in learning more about how we create renewable natural gas at Williams? Find out more about our partners and our commitment to providing quality and safe natural gas: https://www.williams.com/2019/11/04/what-is-renewable-natural-gas/,GA,,,
744,id465077664407434,We're committed to keeping our communities informed. Check out the Leidy South timeline to see what's in store for 2020: https://www.williams.com/expansion-project/leidy-south-expansion-project/,,,,
745,id440073536931896,@WilliamsEnergyCo is a proud supporter of and partner to the communities we serve here in Pennsylvania.,,,,
746,id1209221789274198,Natural gas is key to building the bridge to an all-renewable future through hybrid renewable systems that combine weather-dependent energy forms with a natural gas backstop. Learn more:,GC,,,
747,id1384866165006938,"“[N]atural gas infrastructure projects like Leidy South can provide a significant boost to our local economy.[…]Williams has a long history of operations in Pennsylvania and we are pleased to see the company continuing to invest in our region.” 
- Columbia Montour Chamber of Commerce President Fred Gaffney. 
Read more: https://columbiamontourchamber.com/2019/10/williams-project-expected-to-generate-100-million-economic-impact-supporting-680-jobs-during-construction/?fbclid=IwAR0b6aSLgYOUJr1mODKhXZl96MlDp3hAdr9Sexk_rQJXhJDDkwJbYziBgfM",CA,CB,,
748,id1157865897750501,"A proposed clean energy bill in PA aims to support natural gas, electric and hydrogen vehicles by developing transportation infrastructure. Natural gas is part of PA's clean energy future.  Learn more: http://bit.ly/33aVIv7",GC,,,
749,id413846876197142,The Leidy South project will support 680 jobs and $100M in economic activity in Luzerne and Schuykill counties. https://co.williams.com/expansion-project/leidy-south-expansion-project/,CA,CB,,
750,id2432765047000163,The Leidy South project will generate $47M in economic activity to benefit Luzerne county and $100M across PA. Find out more in the economic impact report: https://bit.ly/2OWbhmc,CA,,,
751,id3071102302917618,The Leidy South project will generate $47M in economic activity to benefit Luzerne county and $100M across PA. Find out more in the economic impact report: https://bit.ly/32sNH4c,CA,,,
752,id403602183926137,The Leidy South project will generate $39M in economic activity to benefit Schuylkill county and $100M across PA. Find out more in the economic impact report: https://bit.ly/32pJBKl,CA,,,
753,id551466192064177,The Leidy South project will generate $39M in economic activity to benefit Schuylkill county and $100M across PA. Find out more in the economic impact report: https://bit.ly/32tLoxW,CA,,,
754,id781577012667778,Hear from firefighters who participated in ExxonMobil-sponsored emergency trainings.,CA,,,
755,id632371034114921,We constantly monitor the pipeline to help keep communities and the environment safe.,PA,,,
756,id2822241908059365,We're proud to invest in training for local first responders along the pipeline route.,CA,,,
757,id369507047749834,We are committed to being good neighbors to communities along the pipeline route.,CA,,,
758,id397555574583771,"Tactical and Incidence Response Training makes a difference to local first responders like Julian, whose first priority is protecting his community.",CA,,,
759,id2790279064556739,"Hand sanitizer was in high demand in Burnet County, so Wink to Webster helped by distributing hospital-grade hand sanitizer produced by ExxonMobil refineries.  Just another way we are trying to be a Good Neighbor.",PB,,,
760,id746974912810219,"We work hard to minimize the impact to landowners along the route, to get the job done right, and to let them get back to business.",PA,,,
761,id802800593594973,Wink to Webster does more than talk about safety. We put safety into action. Hear firsthand experiences from local emergency responders who have participated in our free Tactical and Incidence Response Training – and know the value it brings to Texas communities.,PA,,,
762,id235768437761945,"Pipelines operate safely and seamlessly in the background of our daily lives – delivering needed resources without most people noticing, except for the crews that regularly inspect them.",PA,,,
763,id234739551206946,"Happy 8/11 Day! Contacting 811 before digging is the easiest way to avoid damaging buried pipelines. For every project, every time, call 811 a few days in advance. Spread the word this 8/11 Day, and help keep our communities safe! #Call811 #811Day https://call811.com/",,,,
764,id312030726716160,"#Pipelines help create jobs in many different industries, helping Americans support their families.",CB,,,
765,id315014369749978,"Pipelines are custom designed for their operating conditions, constructed with quality certified steel, assembled with qualified personnel, and pass multiple inspections before operation. #PipelineConstruction",PA,,,
766,id316773559582958,How do pipeline operators monitor pipelines? 24/7 monitoring with cutting edge technology and regular patrols along the pipeline route. #PipelineSafety,PA,,,
767,id334755667567909,"Through our Good Neighbor Grants, we are trying to give back to the communities where we operate. See how they make a difference. https://bit.ly/3j2z6EF",CA,,,
768,id311735566771457,"Hand sanitizer was in high demand in Williamson County, so Wink to Webster helped by distributing hospital-grade hand sanitizer produced by ExxonMobil refineries.  Just another way we are trying to be a Good Neighbor.",PB,,,
769,id317320449715999,"Hand sanitizer was in high demand in Coke County, so Wink to Webster helped by distributing hospital-grade hand sanitizer produced by ExxonMobil refineries.  Just another way we are trying to be a Good Neighbor.",PB,,,
770,id321979989048169,"Hand sanitizer was in high demand in Colorado County, so Wink to Webster helped by distributing hospital-grade hand sanitizer produced by ExxonMobil refineries.  Just another way we are trying to be a Good Neighbor.",PB,,,
771,id636700246979312,"Hand sanitizer was in high demand in Fort Bend County, so Wink to Webster helped by distributing hospital-grade hand sanitizer produced by ExxonMobil refineries.  Just another way we are trying to be a Good Neighbor.",PB,,,
772,id790381561500955,"Hand sanitizer was in high demand in Lee County, so Wink to Webster helped by distributing hospital-grade hand sanitizer produced by ExxonMobil refineries.  Just another way we are trying to be a Good Neighbor.",PB,,,
773,id953057125173934,"Hand sanitizer was in high demand in San Saba County, so Wink to Webster helped by distributing hospital-grade hand sanitizer produced by ExxonMobil refineries.  Just another way we are trying to be a Good Neighbor.",PB,,,
774,id1169955653397979,"Hand sanitizer was in high demand in Houston, so Wink to Webster helped by donating hospital-grade hand sanitizer produced by ExxonMobil refineries to the Julia C Hester House.",PB,,,
775,id2754360118179897,Wink to Webster pipeline will create jobs and help boost the local economy.,CA,CB,,
776,id346961643132187,"We need energy to live—to fuel our vehicles, heat our homes, and power our appliances. Pipelines make it possible.",PA,,,
777,id616493112598462,"ICYMI Hope Fernandez Williams, Winkler County Commissioner, discusses how critical infrastructure projects like Wink to Webster are helping the West Texas economy recover and supporting our community organizations. https://bit.ly/38XLRwg",CA,,,
778,id2666498356783803,#Pipelines help American families make ends meet by keeping the essentials affordable.,PA,PB,,
779,id595840914690004,"Thank you to all the first responders who attended last weekend's TEEX classroom and hands-on incident response training hosted by Texas A&M and ExxonMobil. Trainings like these help ensure the safety of first responders, our communities and the environment along the route.",PA,,,
780,id3127171264033161,"Pipelines are one of the safest, most environmentally ways to transport energy.",PA,,,
781,id290900992059786,"ExxonMobil, the operator of the Wink to Webster Pipeline, is supplying more than 160,000 gallons of hand sanitizer produced at its refineries to help communities stay safe – especially those on the front lines. https://winktowebsterpipeline.com/commitment-to-the-community-and-environment/?utm_source=Facebook&utm_medium=Display&utm_campaign=W2W_June2020_na_persuasion_PE",PB,,,
782,id865430840608800,Aerial surveillance and ground patrols are part of the Wink to Webster Pipeline System’s commitment to safety. https://bit.ly/3e8yBql,PA,,,
783,id271532057520652,Do you provide landscaping services? Electrical services? Other services? We want to work with you. https://bit.ly/3ebiuZs,,,,
784,id3033355960111899,The Wink to Webster Pipeline System will support thousands of jobs in construction. https://bit.ly/3e6yUC8,CB,,,
785,id733728760703512,"We’re hard at work bringing jobs, investments and energy security to Texas communities.",CA,CB,,
786,id1598561756985554,"Partnering with local communities is how we operate at Wink to Webster. We were proud to provide the Bartlett Volunteer Fire Department, which services Williamson and Bell Counties, with a Good Neighbor Grant to help purchase new Personal Protection Equipment (PPE) for volunteer firefighters.",CA,,,
787,id604236930490154,"Pipeline projects like Wink to Webster help provide stability to the regional economy by delivering investment dollars, jobs and tax revenues during oil industry cycles. Another of the hidden benefits of our underground infrastructure.",CA,CB,,
788,id188480795802223,"Along with some dust, we’re bringing energy, jobs and economic development to our community. Thanks for bearing with us.",CA,CB,,
789,id743700586435256,"Calling all firefighters! ExxonMobil, the operator of the Wink to Webster Pipeline System, has partnered with Texas A&M Extension Services (TEEX) to provide tactical and hands-on incident response training at no cost. Click here to register: http://www.bit.ly/EXXONJun",,,,
790,id1328719590657569,The efficient transportation provided by pipeline projects like Wink to Webster will help keep Permian oil prices competitive on the world market. Another of the hidden benefits of our underground infrastructure.,CA,,,
791,id580396069559860,Texas pipeline projects boost the local economy and keep energy more affordable.,CA,PA,,
792,id585780625471083,The Texas energy industry relies on pipelines to keep U.S. oil & natural gas production.,SA,,,
793,id288102049024347,"Wink to Webster is delivering investment dollars, construction jobs and tax revenues to our local communities, while preparing to transport Permian oil to Gulf Coast refiners.",CA,CB,,
